,count
https://ics.uci.edu/2025/05/23/inaugural-hasso-plattner-endowed-chair-in-artificial-intelligence,16
https://ics.uci.edu/2025/06/04/an-ai-thats-a-better-friend-and-maybe-a-lifeline-for-humanity,16
https://ics.uci.edu/2025/07/11/little-videos-are-cooking-our-brains,16
https://ics.uci.edu/category/academics/informatics,16
https://ics.uci.edu/2024/08/29/a-time-to-reconnect-network-information-systems-group-reunion,1769
https://ics.uci.edu/tag/yun-huang,510
https://ics.uci.edu/tag/vinayak-borkar,16
https://ics.uci.edu/tag/sharad-mehrotra,16
https://ics.uci.edu/tag/ronen-vaisenberg,16
https://ics.uci.edu/tag/jason-king,16
https://ics.uci.edu/tag/isg-reunion,16
https://ics.uci.edu/tag/isg,16
https://ics.uci.edu/tag/information-systems-group,16
https://ics.uci.edu/tag/faisal-nawab,16
https://ics.uci.edu/tag/chen-li,16
https://ics.uci.edu/category/research,16
https://isg.ics.uci.edu/isg-reunion-2024-panelists,521
https://isg.ics.uci.edu/isg-reunion-2024-tech-talks,1160
https://ics.uci.edu/?people=michael-shindler,754
https://ics.uci.edu/2023/04/12/uci-to-compete-in-the-international-collegiate-programming-contests-north-america-championship,16
https://ics.uci.edu/2023/06/23/uc-irvine-to-compete-at-world-finals-of-the-international-collegiate-programming-contest,16
https://ics.uci.edu/2023/09/14/ics-summer-academy-2023-an-incredible-college-experience-for-high-school-students,16
https://ics.uci.edu/2024/05/21/uci-programming-team-heads-to-north-america-championship,16
https://ics.uci.edu/2024/10/11/ics-summer-academy-2024-continued-growth-and-success,16
https://ics.uci.edu/2024/12/09/new-course-stems-from-back-to-back-appearances-at-icpc-world-finals,16
https://ics.uci.edu/research-areas/cs-education,755
https://ics.uci.edu/2018/12/03/new-faculty-spotlight-professor-jennifer-wong-ma-shares-her-passion-for-teaching,16
https://ics.uci.edu/2021/05/14/rebecca-black-and-katie-salen-tekinbas-named-deans-honorees,16
https://ics.uci.edu/2022/04/26/uci-celebration-of-teaching-honors-three-ics-faculty-members,16
http://www.ics.uci.edu/~mikes,1063
http://www.ics.uci.edu/compsci260p/archive/202302,4999
http://www.ics.uci.edu/accessibility-statement,781
https://ics.uci.edu/fellowship_form/paul-evan-peters-fellowship-for-information-studies,16
https://ics.uci.edu/fellowship_form/horizon-2020,16
https://ics.uci.edu/fellowship_form/fischer-memorial-even-years-only,16
https://ics.uci.edu/fellowship_form/national-research-council,16
https://ics.uci.edu/quarter_fellowship/varying-deadline,16
https://ics.uci.edu/fellowship_form/adobe-research-fellowship,16
https://ics.uci.edu/fellowship_form/facebook-fellowship-program,16
https://ics.uci.edu/fellowship_form/fulbright-u-s-student-grants,16
https://ics.uci.edu/fellowship_form/microsoft-research-phd-fellowship-2,16
https://ics.uci.edu/fellowship_form/microsoft,16
https://ics.uci.edu/fellowship_form/waim-doctoral-research-fellowships,16
https://ics.uci.edu/quarter_fellowship/summer-2021,16
https://ics.uci.edu/fellowship_form/ndseg,16
https://ics.uci.edu/fellowship_form/ncwit-academic-allegiance,16
https://ics.uci.edu/fellowship_form/nvidia,16
https://ics.uci.edu/fellowship_form/rosalva-gallardo-valencia,16
https://ics.uci.edu/fellowship_form/roberta-ellen-lamb-memorial,16
https://ics.uci.edu/fellowship_form/rob-kling-memorial,16
https://www.ics.uci.edu/community/scholarships,16
https://ics.uci.edu/fellowship_form/richard-n-taylor-graduate-award-in-software-engineering,16
https://ics.uci.edu/fellowship_form/graduate-division-completion-fellowship,16
https://ics.uci.edu/fellowship_form/google-phd-fellowship,16
https://ics.uci.edu/fellowship_form/graduate-deans-recent-alumni-fellowship,16
"http://www.ics.uci.edu/compsci260p/archive/To apply, contact Kristin Huerth, Associate Director of External Affairs",0
https://ics.uci.edu/fellowship_form/fred-m-tonge-endowed-graduate-award-in-ics,16
https://ics.uci.edu/fellowship_form/ford-predoctoral-dissertation-and-postdoctoral,16
https://ics.uci.edu/fellowship_form/graduate-fellowships-for-stem-diversity,16
https://ics.uci.edu/fellowship_form/smart,16
https://ics.uci.edu/fellowship_form/la-verne-noyes-fellowship,16
